,ID,subtech_ID,Name,Description,tactics
5152,,0.01,Downgrade Attack,"Adversaries may downgrade or use a version of system features that may be outdated, vulnerable, and/or does not support updated security controls such as logging. For example, PowerShell versions 5+ includes Script Block Logging (SBL) which can record executed script content. However, adversaries may attempt to execute a previous version of PowerShell that does not support SBL with the intent to Impair Defenses while running malicious scripts that may have otherwise been detected.",
5153,T1525,,Implant Internal Image,"Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP) Images, and Azure Images as well as popular container runtimes such as Docker can be implanted or backdoored. Unlike Upload Malware, this technique focuses on adversaries implanting an image in a registry within a victim’s environment. Depending on how the infrastructure is provisioned, this could provide persistent access if the infrastructure provisioning tool is instructed to always use the latest image.",
5154,T1070,,Indicator Removal on Host,"Adversaries may delete or modify artifacts generated on a host system to remove evidence of their presence or hinder defenses. Various artifacts may be created by an adversary or something that can be attributed to an adversary’s actions. Typically these artifacts are used as defensive indicators related to monitored events, such as strings from downloaded files, logs that are generated from user actions, and other data analyzed by defenders. Location, format, and type of artifact (such as command or login history) are often specific to each platform.",
5155,,0.1,File Deletion,The malware has deleted itself after creating a service as well as deleted a temporary file when the system reboots.,Defense Evasion
5156,,0.1,File Deletion,The malware deletes content from C2 communications that was saved to the user's temporary directory.,Defense Evasion
5157,,0.1,File Deletion,The malware is capable of deleting files.,Defense Evasion
5158,,0.1,Clear Persistence,"The malware is capable of manipulating and deleting registry keys, including those used for persistence.",Defense Evasion
5159,,0.1,Timestomp,"The malware can change the `CreationTime`, `LastAccessTime`, and `LastWriteTime` file time attributes when executed with `SYSTEM` privileges.",Defense Evasion
5160,,0.1,File Deletion,The malware has deleted collected items after uploading the content to its C2 server.,Defense Evasion
5161,,0.1,File Deletion,The malware has a function to delete files from the victim’s machine.,Defense Evasion
5162,,0.1,File Deletion,The malware has the capability to to delete files.,Defense Evasion
5163,,0.1,Clear Windows Event Logs,The malware is able to wipe event logs.,Defense Evasion
5164,,0.1,File Deletion,The malware can be used to delete files from the file system.,Defense Evasion
5165,,0.1,File Deletion,The malware can delete files and folders from compromised machines.,Defense Evasion
5166,,0.1,File Deletion,The malware can delete files from the system. ,Defense Evasion
5167,,0.1,Clear Windows Event Logs,The malware has a command to clear system event logs. ,Defense Evasion
5168,,0.1,File Deletion,The malware has a command to delete a file. It also can uninstall scripts and delete files to cover its track.,Defense Evasion
5169,,0.1,File Deletion,The malware has a command to delete files and directories.,Defense Evasion
5170,,0.1,File Deletion,The malware contains the deletFileFromPath function to delete a specified file using the NSFileManager:removeFileAtPath method.,Defense Evasion
5171,,0.1,File Deletion,The malware has the ability to delete itself from disk by creating a suspended notepad process and writing shellcode to delete a file into the suspended process using `NtWriteVirtualMemory`. ,Defense Evasion
5172,,0.1,Timestomp,The malware can set the timestamps for its worker and service components to match that of cmd.exe.,Defense Evasion
5173,,0.1,File Deletion,The malware can delete the DLLs for its various components from a compromised host.,Defense Evasion
5174,,0.1,File Deletion,The malware deletes its payload along with the payload's parent process after it finishes copying files.,Defense Evasion
5175,,0.1,File Deletion,The malware has the ability to receive and execute a self-delete command.,Defense Evasion
5176,,0.1,File Deletion,The malware can delete tools from a compromised host after execution.,Defense Evasion
5177,,0.1,Clear Windows Event Logs,The malware can be used to clear system and security event logs from the system.,Defense Evasion
5178,,0.1,File Deletion,The malware is capable of file deletion along with other file system interaction.,Defense Evasion
5179,,0.1,File Deletion,The malware can delete files and itself after infection to avoid analysis.,Defense Evasion
5180,,0.1,File Deletion,The malware can delete files on the victim’s machine.,Defense Evasion
5181,,0.1,File Deletion,The malware has attempted to complicate forensic analysis by deleting all the files contained in %APPDATA%\..\Local\Temporary Internet Files\Content.Wordand %APPDATA%\..\Local Settings\Temporary Internet Files\Content.Word\.,Defense Evasion
5182,,0.1,File Deletion,The malware has deleted data staged in tmp files after exfiltration.,Defense Evasion
5183,,0.1,Timestomp,The malware sets the timestamps of its dropper files to the last-access and last-write timestamps of a standard Windows library chosen on the system.,Defense Evasion
5184,,0.1,File Deletion,The malware has several commands to delete files associated with the malware from the victim.,Defense Evasion
5185,,0.1,File Deletion,The malware has used plugins with a self-delete capability.,Defense Evasion
5186,,0.1,File Deletion,The malware can use DeleteFileAto remove files from infected hosts.,Defense Evasion
5187,,0.1,File Deletion,The malware can delete files off the system.,Defense Evasion
5188,,0.1,Timestomp,"After creating a new service for persistence, the malware sets the file creation time for the service to the creation time of the victim's legitimate svchost.exe file.",Defense Evasion
5189,,0.1,File Deletion,The malware creates then deletes log files during installation of itself as a service.,Defense Evasion
5190,,0.1,Timestomp,The malware can change the timestamp of specified filenames.,Defense Evasion
5191,,0.1,File Deletion,The malware can delete files from a compromised host.,Defense Evasion
5192,,0.1,File Deletion,The malware can delete its configuration file from the targeted system.,Defense Evasion
5193,,0.1,Clear Windows Event Logs,The malware clears event logs.,Defense Evasion
5194,,0.1,Timestomp,The malware extracts and writes driver files that match the times of other legitimate files.,Defense Evasion
5195,,0.1,Indicator Removal,The malware can delete OLE Automation and SQL stored procedures used to store malicious payloads.,Defense Evasion
5196,,0.1,File Deletion,The malware uses an RPC server that contains a routine for file deletion and also removes itself from the system through a DLL export by deleting specific files.,Defense Evasion
5197,,0.1,File Deletion,The malware can delete previously exfiltrated files from the compromised host.,Defense Evasion
5198,,0.1,File Deletion,The malware can self delete to cover its tracks.,Defense Evasion
5199,,0.1,File Deletion,The malware has been observed deleting the temporary files once they fulfill their task.	,Defense Evasion
5200,,0.1,File Deletion,The malware deletes files to remove evidence on the machine. ,Defense Evasion
5201,,0.1,File Deletion, The malware has the ability to run cancelor closeanddeletestorageto remove all files from storage and delete the storage temp file on a compromised host.,Defense Evasion
5202,,0.1,Indicator Removal,The malware will delete an associated registry key if a certain server response is received.,Defense Evasion
5203,,0.1,File Deletion,The malware will delete itself if a certain server response is received.,Defense Evasion
5204,,0.1,File Deletion,"The malware can uninstall itself from compromised hosts, as well create and modify directories, delete, move, copy, and rename files.",Defense Evasion
5205,,0.1,File Deletion,The malware can delete files downloaded to the compromised host.,Defense Evasion
5206,,0.1,Timestomp,The malware can change the modified time for files to evade forensic detection.	,Defense Evasion
5207,,0.1,Indicator Removal,The malware has deleted arbitrary Registry values.,Defense Evasion
5208,,0.1,File Deletion,The malware has a module to delete itself from the infected machine.,Defense Evasion
5209,,0.1,File Deletion,The malware has a command to delete a specified file.,Defense Evasion
5210,,0.1,File Deletion,"The malware can securely delete files, including deleting itself from the victim.",Defense Evasion
5211,,0.1,File Deletion,The malware has been seen deleting its own files and payloads to make analysis of the attack more difficult.,Defense Evasion
5212,,0.1,File Deletion,Some the malware samples use cmd.exe to delete temporary files.,Defense Evasion
5213,,0.1,File Deletion,The malware can run a batch script named `del.bat` to remove any the malware payload-linked files from a compromise system if anti-analysis or locale checks fail.,Defense Evasion
5214,,0.1,File Deletion,"Following the successful injection of the malware, the malware deleted a temporary file it created named InventoryManager.bkafter restoring the original SolarWinds Orion source code to the software library.",Defense Evasion
5215,,0.1,Indicator Removal,The malware removed HTTP proxy registry values to clean up traces of execution.,Defense Evasion
5216,,0.1,File Deletion,The malware had a command to delete files.,Defense Evasion
5217,,0.1,Clear Persistence,The malware removed IFEO registry values to clean up traces of persistence.,Defense Evasion
5218,,0.1,Clear Network Connection History and Configurations,The malware also removed the firewall rules it created during execution.,Defense Evasion
5219,,0.1,File Deletion,The malware has used been observed deleting scripts once used.	,Defense Evasion
5220,,0.1,File Deletion,The malware has deleted itself and the 'index.dat' file on a compromised machine to remove recent Internet history from the system.,Defense Evasion
5221,,0.1,Indicator Removal,"The malware can remove artifacts from the compromised host, including created Registry keys.",Defense Evasion
5222,,0.1,File Deletion,The malware can remove files from the compromised host.,Defense Evasion
5223,,0.1,Timestomp,The malware can timestomp files on victims using a Web shell.,Defense Evasion
5224,,0.1,File Deletion,The malware deletes data in a way that makes it unrecoverable.,Defense Evasion
5225,,0.1,Indicator Removal,The malware has the ability to clean up and remove data structures from a compromised host.,Defense Evasion
5226,,0.1,File Deletion,The malware has the ability to delete files from a compromised host.,Defense Evasion
5227,,0.1,File Deletion,The malware has deleted files it has created on a compromised host.,Defense Evasion
5228,,0.1,Clear Persistence,The malware has deleted accounts it has created.,Defense Evasion
5229,,0.1,File Deletion,The malware contains code to delete files from the victim’s machine.,Defense Evasion
5230,,0.1,Clear Windows Event Logs,The malware contains code to clear event logs.,Defense Evasion
5231,,0.1,Network Share Connection Removal,The malware disconnects all network shares from the computer with the command net use * /DELETE /Y.,Defense Evasion
5232,,0.1,Indicator Removal,The malware can clear a memory blog in the process by overwriting it with junk bytes.	,Defense Evasion
5233,,0.1,File Deletion,The malware can delete files and artifacts it creates.	,Defense Evasion
5234,,0.1,File Deletion,The malware is capable of deleting files on the victim. It also securely removes itself after collecting and exfiltrating data.,Defense Evasion
5235,,0.1,File Deletion,The malware can delete specified files.,Defense Evasion
5236,,0.1,File Deletion,The malware deletes the original dropped file from the victim.,Defense Evasion
5237,,0.1,File Deletion,The malware has the ability to uninstall itself by deleting its service and files.,Defense Evasion
5238,,0.1,File Deletion,The malware can delete all files created during its execution.,Defense Evasion
5239,,0.1,Clear Persistence,The malware has the ability to remove Registry entries that it created for persistence.,Defense Evasion
5240,,0.1,File Deletion,The malware can request to delete files.	,Defense Evasion
5241,,0.1,File Deletion,The malware can mark its binary code for deletion after reboot.,Defense Evasion
5242,,0.1,File Deletion,The malware has the capability of deleting local files.,Defense Evasion
5243,,0.1,File Deletion,The malware can issue SOAP requests to delete already processed C2 emails. the malware can also delete itself from the infected system.	,Defense Evasion
5244,,0.1,File Deletion,The malware can remove files from a targeted system.,Defense Evasion
5245,,0.1,File Deletion,The malware can delete folders and files including overwriting its executable with legitimate programs.,Defense Evasion
5246,,0.1,File Deletion,The malware has a command to delete its Registry key and scheduled task.,Defense Evasion
5247,,0.1,File Deletion,The malware has deleted batch files after execution.  ,Defense Evasion
5248,,0.1,File Deletion,The malware will remove all created artifacts such as dropped executables.,Defense Evasion
5249,,0.1,Clear Windows Event Logs,The malware has a module to clear event logs with PowerShell.,Defense Evasion
5250,,0.1,File Deletion,The malware can delete files that may interfere with it executing. It also can delete temporary files and itself after the initial script executes.,Defense Evasion
5251,,0.1,Timestomp,The malware has a command to conduct timestomping by setting a specified file’s timestamps to match those of a system file in the System32 directory.,Defense Evasion
5252,,0.1,File Deletion,The malware can delete files indicated by the attacker and remove itself from disk using a batch file.,Defense Evasion
5253,,0.1,File Deletion,The malware removes all files in the /tmp directory.,Defense Evasion
5254,,0.1,Clear Linux or Mac System Logs,The malware removes logs from /var/logsand /Library/logs.,Defense Evasion
5255,,0.1,File Deletion,The malware can remove files containing its payload after they are executed.,Defense Evasion
5256,,0.1,File Deletion,"After encrypting its own log files, the log encryption module in the malware deletes the original, unencrypted files from the host.",Defense Evasion
5257,,0.1,Timestomp,The malware modifies the MAC times of its local log files to match that of the victim's desktop.ini file.,Defense Evasion
5258,,0.1,File Deletion,The malware has the ability to remove all files created during the dropper process.,Defense Evasion
5259,,0.1,File Deletion,The malware has a command to write random data across a file and delete it.,Defense Evasion
5260,,0.1,File Deletion,The malware has used scripts to delete itself after execution.	,Defense Evasion
5261,,0.1,File Deletion,The malware has the ability to overwrite scripts and delete itself if a sandbox environment is detected.,Defense Evasion
5262,,0.1,Timestomp,The malware has the ability to timestomp a file.,Defense Evasion
5263,,0.1,File Deletion,The malware has deleted the filepath %APPDATA%\Intel\devmonsrv.exe.,Defense Evasion
5264,,0.1,Clear Persistence,The malware can uninstall the malicious service from an infected machine.,Defense Evasion
5265,,0.1,File Deletion,The malware can delete downloaded executables after running them.,Defense Evasion
5266,,0.1,File Deletion,The malware has deleted its files and components from a compromised host.,Defense Evasion
5267,,0.1,File Deletion,The malware can remove its log file from disk.,Defense Evasion
5268,,0.1,File Deletion,The malware creates a backdoor through which remote attackers can delete files.,Defense Evasion
5269,,0.1,File Deletion,The malware can delete files written to disk.,Defense Evasion
5270,,0.1,File Deletion,"The malware can delete all files on the C:\, D:\, E:\ and, F:\ drives using PowerShell Remove-Item commands.",Defense Evasion
5271,,0.1,Timestomp,The malware modifies timestamps of all downloaded executables to match a randomly selected file created prior to 2013.,Defense Evasion
5272,,0.1,File Deletion,The malware has the ability to delete files on the compromised host.,Defense Evasion
5273,,0.1,File Deletion,The malware can delete scripts from a subdirectory of /tmp after they are run.,Defense Evasion
5274,,0.1,Timestomp,The malware has a command to timestop a file or directory.,Defense Evasion
5275,,0.1,File Deletion,The malware can delete itself following the successful execution of a follow-on payload.,Defense Evasion
5276,,0.1,Indicator Removal,The malware can overwrite Registry settings to reduce its visibility on the victim.,Defense Evasion
5277,,0.1,File Deletion,The malware has the capability to delete files and scripts from the victim's machine.,Defense Evasion
5278,,0.1,Clear Windows Event Logs,The malware will attempt to clear the System and Security event logs using wevtutil.,Defense Evasion
5279,,0.1,File Deletion,The malware's backdoor deletes files after they have been successfully uploaded to C2 servers.,Defense Evasion
5280,,0.1,File Deletion,The malware can delete files from the system.,Defense Evasion
5281,,0.1,Timestomp,The malware can use the touch -tcommand to change timestamps.,Defense Evasion
5282,,0.1,File Deletion,The malware has a command to delete a file from the system. the malware deletes the app bundle and dropper after execution.,Defense Evasion
5283,,0.1,Clear Windows Event Logs,The malware uses wevtutilto clear the Windows event logs.,Defense Evasion
5284,,0.1,Network Share Connection Removal,The net use \\system\share /deletecommand can be used in the malware to remove an established connection to a network share.,Defense Evasion
5285,,0.1,Indicator Removal,"The malware can clear the browser history on a compromised host by changing the `ClearBrowsingHistoryOnExit` value to 1 in the `HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Privacy` Registry key.

",Defense Evasion
5286,,0.1,File Deletion,The malware has the ability to delete files and directories.,Defense Evasion
5287,,0.1,File Deletion,The malware launches a script to delete their original decoy file to cover tracks.,Defense Evasion
5288,,0.1,File Deletion,The malware can delete files to cover tracks.,Defense Evasion
5289,,0.1,File Deletion,The malware deletes files using DeleteFileW API call.,Defense Evasion
5290,,0.1,File Deletion,The malware can delete its DLL file and related files by Registry value.,Defense Evasion
5291,,0.1,File Deletion,The malware can remove itself from a system.,Defense Evasion
5292,,0.1,File Deletion,The malware can delete itself or specified files.,Defense Evasion
5293,,0.1,Timestomp,"Many the malware samples were programmed using Borland Delphi, which will mangle the default PE compile timestamp of a file.",Defense Evasion
5294,,0.1,File Deletion,The malware is capable of deleting the backdoor file.,Defense Evasion
5295,,0.1,Clear Persistence,The malware is capable of deleting Registry keys used for persistence.,Defense Evasion
5296,,0.1,File Deletion,The malware can delete files via `C:\Windows\system32\cmd.exe /c ping 1.1.1.1 -n 1 -w 3000 > Nul & rmdir /s /q`.,Defense Evasion
5297,,0.1,File Deletion,"The malware will delete the folder containing malicious scripts if it detects the hostname as `PIS-APP`, `PIS-MOB`, `WSUSPROXY`, or `PIS-DB`.",Defense Evasion
5298,,0.1,Clear Windows Event Logs,"The malware can use the malware to remove Security, System and Application Event Viewer logs.",Defense Evasion
5299,,0.1,Indicator Removal,"The malware has a command to delete a Registry key it uses, \Software\Microsoft\Internet Explorer\notes.",Defense Evasion
5300,,0.1,File Deletion,The malware has deleted itself from the system after execution.,Defense Evasion
5301,,0.1,Indicator Removal,"The malware has used the “Wow64RevertWow64FsRedirection” function following attempts to delete the shadow volumes, in order to leave the system in the same state as it was prior to redirection.	",Defense Evasion
5302,,0.1,Clear Windows Event Logs,The malware can delete Windows Event logs by invoking the `OpenEventLogW` and `ClearEventLogW` functions.,Defense Evasion
5303,,0.1,File Deletion,"Once a file is uploaded, the malware will delete it from the machine. ",Defense Evasion
5304,,0.1,File Deletion,The malware deletes any temporary files it creates,Defense Evasion
5305,,0.1,Timestomp,The malware has the capability to create and modify file timestamps.,Defense Evasion
5306,,0.1,File Deletion,The malware can delete itself from the compromised computer.,Defense Evasion
5307,,0.1,Clear Linux or Mac System Logs,The malware can clear possible malware traces such as application logs.,Defense Evasion
5308,,0.1,File Deletion,The malware has the capability to delete local files.,Defense Evasion
5309,,0.1,File Deletion,"Once loaded into memory, the malware deletes the keyword_parm.txt and parm.txt configuration files from disk. ",Defense Evasion
5310,,0.1,Clear Persistence,"The malware has the ability to remove set Registry Keys, including those used for persistence.",Defense Evasion
5311,,0.1,Clear Windows Event Logs,The malware can clear and remove event logs.,Defense Evasion
5312,,0.1,File Deletion,The malware deleted installation files after completion.,Defense Evasion
5313,,0.1,File Deletion,The malware removes itself after execution and can delete files on the system.,Defense Evasion
5314,,0.1,File Deletion,The malware will delete its dropped files after bypassing UAC.,Defense Evasion
5315,,0.1,File Deletion,The malware has been observed deleting its original launcher after execution.,Defense Evasion
5316,,0.1,File Deletion,The malware can securely delete files by first writing random data to the file.,Defense Evasion
5317,,0.1,File Deletion,The malware creates a backdoor through which remote attackers can delete files.,Defense Evasion
5318,,0.1,File Deletion,The malware has a function to delete files.,Defense Evasion
5319,,0.1,File Deletion,The malware trojan supports file deletion.,Defense Evasion
5320,,0.1,Timestomp,"The malware can modify timestamps of replaced files, such as sshwith the added credential stealer or sshdused to deploy the malware. ",Defense Evasion
5321,,0.1,Clear Command History,The malware can remove all command history on compromised hosts.	,Defense Evasion
5322,,0.1,File Deletion,The malware has the ability to uninstall malware from the infected host.,Defense Evasion
5323,,0.1,File Deletion,The malware has the ability to quit and delete itself.,Defense Evasion
5324,,0.1,Clear Windows Event Logs,"The malware deletes Application, Security, Setup, and System Windows Event Logs.",Defense Evasion
5325,,0.1,Timestomp,The malware time-stomped its DLL in order to evade detection.,Defense Evasion
5326,,0.1,File Deletion,The malware can delete files created on the victim's machine.,Defense Evasion
5327,,0.1,File Deletion,The malware can delete files.,Defense Evasion
5328,,0.1,File Deletion,The malware can delete files.,Defense Evasion
5329,,0.1,Clear Persistence,The malware can delete created registry keys used for persistence as part of its cleanup procedure.,Defense Evasion
5330,,0.1,File Deletion,The malware has the capability to delete files off the victim’s machine.,Defense Evasion
5331,,0.1,File Deletion,The malware's installer/uninstaller component deletes itself if it encounters a version of Windows earlier than Windows XP or identifies security-related processes running.,Defense Evasion
5332,,0.1,File Deletion,The malware dropper can delete itself from the victim. Another the malware variant has the capability to delete specified files.,Defense Evasion
5333,,0.1,File Deletion,The malware has a command to delete a file from the machine.,Defense Evasion
5334,,0.1,Timestomp,The malware samples were timestomped by the authors by setting the PE timestamps to all zero values. the malware also has a built-in command to modify file times.,Defense Evasion
5335,,0.1,Network Share Connection Removal,The malware can disconnect previously connected remote drives.,Defense Evasion
5336,,0.1,File Deletion,The malware has deleted files and directories including XML and files successfully uploaded to C2 servers.,Defense Evasion
5337,,0.1,File Deletion,The malware has a command to delete files.,Defense Evasion
5338,,0.1,File Deletion,The malware has deleted files related to its dynamic debugger feature.,Defense Evasion
5339,,0.1,File Deletion,The malware can delete files and directories from targeted systems.,Defense Evasion
5340,,0.1,File Deletion,The malware has the ability to delete a specified file.,Defense Evasion
5341,,0.1,File Deletion,The malware creates a backdoor through which remote attackers can delete files.,Defense Evasion
5342,,0.1,Clear Windows Event Logs,The malware creates a backdoor through which remote attackers can clear all system event logs.,Defense Evasion
5343,,0.1,File Deletion,"The malware has the ability to clean up installed files, delete files, and delete itself from the victim’s machine.",Defense Evasion
5344,,0.1,File Deletion,The malware has deleted scripts after execution. ,Defense Evasion
5345,,0.1,Clear Command History,The malware has used history -c to clear script shell logs.,Defense Evasion
5346,,0.1,File Deletion,The malware deletes its RAT installer file as it executes its DLL payload file.,Defense Evasion
5347,,0.1,File Deletion,The malware has the ability to delete folders and files from a targeted system.,Defense Evasion
5348,,0.1,Clear Windows Event Logs,The malware has the ability to use `wevtutil cl system` to clear event logs.,Defense Evasion
5349,,0.1,Indicator Removal,The malware can disable pop-up information about folders and desktop items and delete Registry keys to hide malicious services.,Defense Evasion
5350,,0.1,File Deletion,The malware has the ability to overwrite its own file with random bites.,Defense Evasion
5351,,0.1,Clear Windows Event Logs,The malware can overwrite the `C:\Windows\System32\winevt\Logs` file on a targeted system.,Defense Evasion
5352,,0.1,File Deletion,The malware has deleted files using the VBA killfunction.,Defense Evasion
5353,,0.1,File Deletion,The malware deletes its original installer file once installation is complete.,Defense Evasion
5354,,0.1,File Deletion,The malware has the ability to delete files.	,Defense Evasion
5355,,0.1,File Deletion,The malware can delete a specified file.,Defense Evasion
5356,,0.1,File Deletion,The malware can delete its executable from the AppData\Local\Tempdirectory on the compromised host.,Defense Evasion
5357,,0.1,File Deletion,The malware can delete old binaries on a compromised host.,Defense Evasion
5358,,0.1,Clear Persistence,The malware can delete previously created tasks on a compromised host.,Defense Evasion
5359,,0.1,File Deletion,The malware can securely delete a file by hooking into the DeleteFileA and DeleteFileW functions in the Windows API.,Defense Evasion
5360,,0.1,File Deletion,The malware can delete the original executable after initial installation in addition to unused functions. ,Defense Evasion
5361,,0.1,File Deletion,The malware can delete .LNK files created in the Startup folder.,Defense Evasion
5362,,0.1,Clear Mailbox Data,The malware has the ability to delete emails used for C2 once the content has been copied.,Defense Evasion
5363,,0.1,File Deletion,"The malware's uninstaller can delete registry entries, files and folders, and finally itself once these tasks have been completed.",Defense Evasion
5364,,0.1,File Deletion,"The malware deletes one of its files, 2.hwp, from the endpoint after establishing persistence.",Defense Evasion
5365,,0.1,Timestomp,The malware has the ability to perform timestomping of files on targeted systems.,Defense Evasion
5366,,0.1,File Deletion,The malware can delete its dropper component from the targeted system.,Defense Evasion
5367,,0.1,Timestomp,"For early the malware versions, the compilation timestamp was faked.",Defense Evasion
5368,,0.1,File Deletion,The malware has commands to delete files and persistence mechanisms from the victim.,Defense Evasion
5369,,0.1,File Deletion,The malware has the ability to delete files.,Defense Evasion
5370,,0.1,Indicator Removal,The malware has the ability to clean traces of malware deployment.,Defense Evasion
5371,,0.1,File Deletion,The malware can delete files including its dropper component.,Defense Evasion
5372,,0.1,File Deletion,The malware will delete files on the system.,Defense Evasion
5373,,0.1,File Deletion,The malware can execute batch scripts to delete files.,Defense Evasion
5374,,0.1,Indicator Removal,The malware can close specific Windows Security and Internet Explorer dialog boxes to mask external connections.,Defense Evasion
5375,,0.1,Clear Windows Event Logs,The malware clears the system event logs using  OpenEventLog/ClearEventLog APIs .,Defense Evasion
5376,,0.1,File Deletion,The malware can delete files from a compromised host.,Defense Evasion
5377,,0.1,File Deletion,The malware can secure delete its DLL.,Defense Evasion
5378,,0.1,File Deletion,The malware deletes the .LNK file from the startup directory as well as the dropper components.,Defense Evasion
5379,,0.1,Timestomp,The malware can modify file or directory timestamps.,Defense Evasion
5380,,0.1,File Deletion,The malware can delete malware and associated artifacts from the victim.,Defense Evasion
5381,,0.1,File Deletion,The malware can uninstall its persistence mechanism and delete its configuration file.,Defense Evasion
5382,,0.1,File Deletion,The malware has deleted the initial dropper after running through the environment checks.,Defense Evasion
5383,,0.1,File Deletion,The malware has a command to delete a file from the machine.,Defense Evasion
5384,,0.1,Timestomp,The malware can timestomp any files or payloads placed on a target machine to help them blend in.,Defense Evasion
5385,,0.1,Timestomp,The malware performs timestomping of a CAB file it creates.,Defense Evasion
5386,,0.1,File Deletion,The malware is capable of launching a remote shell on the host to delete itself.,Defense Evasion
5387,,0.1,Timestomp,The malware has changed the creation date of files.,Defense Evasion
5388,,0.1,Indicator Removal,"The malware has a function called ""DeleteLeftovers"" to remove certain artifacts of the attack.",Defense Evasion
5389,,0.1,File Deletion,The malware can delete log files generated from the malware stored at C:\windows\temp\tmp0207.,Defense Evasion
5390,,0.1,File Deletion,The malware can delete files it creates from the infected system.,Defense Evasion
5391,,0.1,File Deletion,The malware can remove its persistence and delete itself.,Defense Evasion
5392,,0.1,File Deletion,The malware can delete specific files from a compromised host.,Defense Evasion
5393,,0.1,Indicator Removal,The malware can erase file references to payloads in-memory after being reflectively loaded and executed.,Defense Evasion
5394,,0.1,Timestomp,The malware malware supports timestomping.,Defense Evasion
5395,,0.1,File Deletion,The malware is capable of deleting files. It has been observed loading a Linux Kernel Module (LKM) and then deleting it from the hard disk as well as overwriting the data with null bytes.,Defense Evasion
5396,,0.1,File Deletion,The malware has a command to delete files from the victim’s machine.,Defense Evasion
5397,,0.1,Indicator Removal,"The malware can uninstall malicious components from the Registry, stop processes, and clear the browser history.",Defense Evasion
5398,,0.1,File Deletion,The malware has been observed deleting its original launcher after installation.,Defense Evasion
5399,,0.1,File Deletion,The malware can delete its configuration file after installation.,Defense Evasion
5400,,0.1,Timestomp,The malware has the ability to use the Linux API function `utime` to change the timestamps of modified firmware update images.,Defense Evasion
5401,,0.1,File Deletion,The malware can use the command cmd.exe /c delto delete its artifacts from the system. ,Defense Evasion
5402,,0.1,File Deletion,The malware has the ability delete files from a compromised host.,Defense Evasion
5403,,0.1,File Deletion,The malware has the ability to delete files from a compromised host.	 ,Defense Evasion
5404,,0.1,Timestomp,The malware can timestomp any files or payloads placed on a target machine to help them blend in.,Defense Evasion
5405,,0.1,Timestomp,The malware's server component can change the timestamp of files.,Defense Evasion
5406,,0.1,File Deletion,Recent versions of the malware delete files and registry keys created by the malware.,Defense Evasion
5407,,0.1,File Deletion,The malware can delete created files from a compromised system.,Defense Evasion
5408,,0.1,File Deletion,"The malware can uninstall itself, including deleting its executable.",Defense Evasion
5409,,0.1,File Deletion,The malware has a command to delete files.,Defense Evasion
5410,,0.1,File Deletion,The malware has the capability to use rm -rfto remove folders and files from the victim's machine.,Defense Evasion
5411,,0.1,Indicator Removal,The malware has the ability to remove values it writes to the Registry.,Defense Evasion
5412,,0.1,File Deletion,The malware has the ability to self delete.,Defense Evasion
5413,,0.1,File Deletion,The malware has the ability to delete downloaded files from a compromised host.,Defense Evasion
5414,,0.1,File Deletion,The malware can uninstall its loader through the use of a `Sdl` command.,Defense Evasion
5415,,0.1,Indicator Removal,The malware has removed the watermark associated with enabling the TESTSIGNINGboot configuration option by removing the relevant strings in the user32.dll.muiof the system.,Defense Evasion
5416,,0.1,Clear Windows Event Logs,The malware component KillDisk is capable of deleting Windows Event Logs.,Defense Evasion
5417,,0.1,Clear Windows Event Logs,The malware can clear Windows event logs using `wevtutil.exe`.,Defense Evasion
5418,,0.1,Timestomp,The malware can modify the timestamp of an executable so that it can be identified and restored by the decryption tool.,Defense Evasion
5419,,0.1,File Deletion,The malware will delete its dropper and VBS scripts from the victim’s machine.,Defense Evasion
5420,,0.1,File Deletion,The malware can delete its loader using a batch file in the Windows temporary folder.,Defense Evasion
5421,,0.1,Clear Persistence,The malware's loader can delete scheduled tasks created by a previous instance of the malware.,Defense Evasion
5422,,0.1,Timestomp,The malware modifies the time of a file as specified by the control server.,Defense Evasion
5423,,0.1,Indicator Removal,The malware deletes all artifacts associated with the malware from the infected machine.,Defense Evasion
5424,,0.1,File Deletion,The malware marks files to be deleted upon the next system reboot and uninstalls and removes itself from the system.,Defense Evasion
5425,,0.1,File Deletion,The malware has a command to delete a file.,Defense Evasion
5426,,0.1,File Deletion,The malware contains a cleanup module that removes traces of itself from the victim.,Defense Evasion
5427,,0.1,File Deletion,The malware has the ability to remove files and folders related to previous infections.,Defense Evasion
5428,,0.1,File Deletion,The malware has cleaned up all files associated with the secondary payload execution.,Defense Evasion
5429,,0.1,File Deletion,The malware can uninstall itself.,Defense Evasion
5430,,0.1,Timestomp,The malware has modified file and directory timestamps.,Defense Evasion
5431,,0.1,File Deletion,The malware has deleted itself and associated artifacts from victim machines.,Defense Evasion
5432,,0.1,File Deletion,The malware has the capability to delete files.,Defense Evasion
5433,,0.1,File Deletion,The malware can delete files and directories.,Defense Evasion
5434,,0.1,File Deletion,The malware can delete files from victim machines.,Defense Evasion
5435,,0.1,File Deletion,The malware can delete files from the system.,Defense Evasion
5436,,0.1,Timestomp,The malware has manipulated the time of last access to files and registry keys after they have been created or modified.,Defense Evasion
